,Geo_FIPS,year,Geo_NAME,vehicles_per_worker,pct_unemployed,average_commute_time_per_worker_drive_alone,pct_car_wrkr_cmute_01_to_14_min,pct_car_wrkr_cmute_15_to_29_min,pct_car_wrkr_cmute_30_to_44_min,pct_car_wrkr_cmute_44_to_59_min,pct_car_wrkr_cmute_over_60_min,total_workers,land_area,total_population,ln_average_commute_time_per_worker_drive_alone,ln_vehicles_per_worker
1596,29229,2014,"Wright County, Missouri",0.8171941426547,9.714673913043478,26.866099340048628,0.35072416063199474,0.21724818959842002,0.17560895325872283,0.08163265306122448,0.12244897959183673,6351,1765779833,18565,3.2908652442461577,-0.20187858364304054
1597,29510,2014,"St. Louis city, Missouri",0.7627574873204318,14.122831891866344,21.26770316174549,0.2100464887253979,0.4105635128676737,0.1649553215832235,0.029059073990933975,0.016741734130834626,141172,160458011,318727,3.057189638508087,-0.2708151392153371
1599,30003,2014,"Big Horn County, Montana",0.6952566601689408,20.62447257383966,20.2377661045065,0.4003518471977884,0.2405126916310631,0.1550640864538829,0.058808745916059314,0.0542849962302086,4617,12938512640,13079,3.007550467997305,-0.36347420638292743
1600,30005,2014,"Blaine County, Montana",0.7066337041615163,10.951210951210951,16.508438818565402,0.4740608228980322,0.18291592128801432,0.13953488372093023,0.020572450805008944,0.030858676207513418,2427,10949320885,6576,2.8038716937132775,-0.3472428461265611
1601,30007,2014,"Broadwater County, Montana",0.7996146435452793,4.507042253521127,27.96480144404332,0.41748768472906406,0.1268472906403941,0.1272577996715928,0.11535303776683087,0.12274220032840723,2595,3088595782,5697,3.3309466280889786,-0.2236253629351904
1602,30009,2014,"Carbon County, Montana",0.7033144704931286,3.8548752834467117,28.990766863298283,0.3057086180295349,0.16839321137315408,0.1626625523473661,0.10491514216442584,0.1176989199911836,4948,5306292298,10189,3.3669773952673228,-0.35195116074385846
1603,30011,2014,"Carter County, Montana",0.5329949238578681,1.155115511551155,17.084592145015105,0.4236111111111111,0.11342592592592593,0.12268518518518519,0.08333333333333333,0.023148148148148147,591,8652525782,1205,2.838177013173158,-0.6292433785804651
1604,30013,2014,"Cascade County, Montana",0.866811769025017,5.467511885895404,16.40000564860056,0.46316124244672957,0.3565143644651754,0.07863352061910314,0.01664369765716103,0.023428389695748966,38134,6988446636,81953,2.797281679256957,-0.14293343185671153
1611,30027,2014,"Fergus County, Montana",0.7961269499731038,3.3801874163319945,13.427410733376096,0.6069548872180451,0.17349624060150376,0.057706766917293234,0.016353383458646616,0.02462406015037594,5577,11240494266,11496,2.5972981947304037,-0.22799662096328324
1612,30029,2014,"Flathead County, Montana",0.845672324545564,8.252210033017361,19.166035797328718,0.39262389550518634,0.3683698296836983,0.13010628761685236,0.02305032654629274,0.03311563580484057,41535,13177029552,92373,2.9531397436715072,-0.16762331763712504
1616,30037,2014,"Golden Valley County, Montana",0.6646525679758308,3.6931818181818183,27.551020408163264,0.22039473684210525,0.24671052631578946,0.1118421052631579,0.10526315789473684,0.12171052631578948,331,3044120564,738,3.3160395733218486,-0.40849082902470135
1617,30039,2014,"Granite County, Montana",0.7471264367816092,8.813077469793889,28.135080645161292,0.35036496350364965,0.229014598540146,0.12226277372262774,0.07481751824817519,0.12864963503649635,1218,4474034950,3133,3.337017219245495,-0.2915208487589466
1622,30049,2014,"Lewis and Clark County, Montana",0.8407093339935627,5.622043654185901,17.043999173724437,0.4275591305180504,0.3833828082607169,0.07475501931118134,0.013438028663538574,0.027993233106706247,32312,8958321710,64772,2.8357981871586944,-0.17350929825762537
1623,30051,2014,"Liberty County, Montana",0.5619930475086906,4.7720042417815485,18.872549019607842,0.41562064156206413,0.07531380753138076,0.15202231520223153,0.023709902370990237,0.044630404463040445,863,3703858941,2235,2.9377084334376136,-0.5762658001459448
1624,30053,2014,"Lincoln County, Montana",0.8327412249538155,13.216122473388351,19.8395378690629,0.520245950809838,0.20365926814637073,0.08083383323335333,0.045290941811637675,0.08458308338332333,7037,9356989213,19455,2.9876768086954684,-0.18303233939549066
1630,30065,2014,"Musselshell County, Montana",0.7560483870967742,4.263382283278068,36.50155763239876,0.2955580865603645,0.16457858769931663,0.12927107061503418,0.10478359908883828,0.21981776765375854,1984,4838533730,4760,3.59735493453814,-0.2796499007545166
1631,30067,2014,"Park County, Montana",0.7271263751006172,7.300426569165143,23.49512154787498,0.4774480712166172,0.1370919881305638,0.12314540059347182,0.07492581602373888,0.08456973293768547,7454,7260110542,15642,3.1567928058921093,-0.31865498560551175
1633,30071,2014,"Phillips County, Montana",0.7298225529479107,4.697986577181208,17.50357142857143,0.5357372826786864,0.1751448808757244,0.0875724404378622,0.022537025112685124,0.08048937540244688,1747,13312741812,4194,2.862404941740298,-0.31495385254153013
1634,30073,2014,"Pondera County, Montana",0.7408814589665653,7.145264577013818,17.86610878661088,0.48264324550397325,0.19657047260560434,0.13174404015056462,0.03889585947302384,0.049769970723546636,2632,4203183053,6211,2.8829055542911597,-0.2999146408874154
