fips,county_zip_file_name,roads_length,intersections
8051,tl_2019_08051_roads.zip,5647348.989,9487
8053,tl_2019_08053_roads.zip,731032.1471,1171
8055,tl_2019_08055_roads.zip,3178816.142,6027
8057,tl_2019_08057_roads.zip,3702325.79,4924
8059,tl_2019_08059_roads.zip,6407535.244,24057
8061,tl_2019_08061_roads.zip,2038243.147,885
8063,tl_2019_08063_roads.zip,3920200.792,2250
8065,tl_2019_08065_roads.zip,869869.5125,1992
8067,tl_2019_08067_roads.zip,4094405.123,7027
8069,tl_2019_08069_roads.zip,9910364.411,24464
8071,tl_2019_08071_roads.zip,5429129.858,7538
8073,tl_2019_08073_roads.zip,3019686.191,2087
8075,tl_2019_08075_roads.zip,3710608.388,3652
8077,tl_2019_08077_roads.zip,6139883.428,11353
8079,tl_2019_08079_roads.zip,819210.4856,1145
8081,tl_2019_08081_roads.zip,5946973.256,6461
8083,tl_2019_08083_roads.zip,4118677.063,7357
8085,tl_2019_08085_roads.zip,4164442.509,6043
8087,tl_2019_08087_roads.zip,3100779.664,3967
8089,tl_2019_08089_roads.zip,2378690.87,4490
8091,tl_2019_08091_roads.zip,1126122.04,2409
8093,tl_2019_08093_roads.zip,5610200.532,7078
8095,tl_2019_08095_roads.zip,1649580.356,1018
8097,tl_2019_08097_roads.zip,1348158.725,2382
8099,tl_2019_08099_roads.zip,3235772.165,3002
8101,tl_2019_08101_roads.zip,7406618.275,15923
8103,tl_2019_08103_roads.zip,4838947.933,4682
8105,tl_2019_08105_roads.zip,2101281.468,2941
8107,tl_2019_08107_roads.zip,4018506.85,6791
8109,tl_2019_08109_roads.zip,4513177.284,4757
8111,tl_2019_08111_roads.zip,521008.2177,590
8113,tl_2019_08113_roads.zip,3157894.39,3620
8115,tl_2019_08115_roads.zip,1245095.625,752
8117,tl_2019_08117_roads.zip,1984953.811,6545
8119,tl_2019_08119_roads.zip,2537947.551,6773
8121,tl_2019_08121_roads.zip,4190360.788,1781
8123,tl_2019_08123_roads.zip,9431226.818,17452
8125,tl_2019_08125_roads.zip,4722545.118,5296
9001,tl_2019_09001_roads.zip,7809689.879,29745
9003,tl_2019_09003_roads.zip,7309760.004,25064
9005,tl_2019_09005_roads.zip,4252943.757,9437
9007,tl_2019_09007_roads.zip,2418468.856,7148
9009,tl_2019_09009_roads.zip,6636327.351,24671
9011,tl_2019_09011_roads.zip,3842466.939,10752
9013,tl_2019_09013_roads.zip,2189886.28,4487
9015,tl_2019_09015_roads.zip,2251229.517,4441
10001,tl_2019_10001_roads.zip,3972827.431,10799
10003,tl_2019_10003_roads.zip,4396029.617,18964
10005,tl_2019_10005_roads.zip,7693779.433,25610
11001,tl_2019_11001_roads.zip,1875276.001,9331
12001,tl_2019_12001_roads.zip,7282191.03,35108
12003,tl_2019_12003_roads.zip,2095521.259,4815
12005,tl_2019_12005_roads.zip,4579025.599,12217
12007,tl_2019_12007_roads.zip,1357459.176,3961
12009,tl_2019_12009_roads.zip,6925051.215,23312
12011,tl_2019_12011_roads.zip,10077033.15,52272
12013,tl_2019_12013_roads.zip,2077380.248,5067
12015,tl_2019_12015_roads.zip,4586697.12,16710
12017,tl_2019_12017_roads.zip,5523842.424,20907
12019,tl_2019_12019_roads.zip,4282613.676,16033
12021,tl_2019_12021_roads.zip,6021595.906,13996
12023,tl_2019_12023_roads.zip,4432915.638,16936
12027,tl_2019_12027_roads.zip,1878490.94,6967
12029,tl_2019_12029_roads.zip,3646950.989,7643
12031,tl_2019_12031_roads.zip,7473812.854,30285
12033,tl_2019_12033_roads.zip,4414119.149,16558
12035,tl_2019_12035_roads.zip,2027869.666,5757
12037,tl_2019_12037_roads.zip,2261471.822,7261
12039,tl_2019_12039_roads.zip,2246390.305,7078
12041,tl_2019_12041_roads.zip,1522013.578,2708
12043,tl_2019_12043_roads.zip,1833951.037,4669
12045,tl_2019_12045_roads.zip,2529916.257,6079
12047,tl_2019_12047_roads.zip,1740616.055,3146
12049,tl_2019_12049_roads.zip,1365458.073,2701
12051,tl_2019_12051_roads.zip,3683527.32,7591
12053,tl_2019_12053_roads.zip,4047110.892,11568
12055,tl_2019_12055_roads.zip,4853541.419,17027
12057,tl_2019_12057_roads.zip,11495885.66,41540
12059,tl_2019_12059_roads.zip,1525258.965,1960
12061,tl_2019_12061_roads.zip,3181525.21,16727
12063,tl_2019_12063_roads.zip,3887170.376,6852
12065,tl_2019_12065_roads.zip,1671078.781,3624
12067,tl_2019_12067_roads.zip,2723498.973,7845
12069,tl_2019_12069_roads.zip,6008791.239,18591
12071,tl_2019_12071_roads.zip,10792466.5,37578
12073,tl_2019_12073_roads.zip,3868693.857,12809
12075,tl_2019_12075_roads.zip,5389161.559,14236
12077,tl_2019_12077_roads.zip,2288614.825,4243
12079,tl_2019_12079_roads.zip,3137519.675,8061
12081,tl_2019_12081_roads.zip,4770920.098,20677
12083,tl_2019_12083_roads.zip,10856510.02,35778
12085,tl_2019_12085_roads.zip,2625195.57,7238
12086,tl_2019_12086_roads.zip,13165087.92,62687
12087,tl_2019_12087_roads.zip,1461819.546,7684
12089,tl_2019_12089_roads.zip,2700323.045,8142
12091,tl_2019_12091_roads.zip,4993940.335,15283
12093,tl_2019_12093_roads.zip,1792731.084,3800
12095,tl_2019_12095_roads.zip,9843279.234,41927
12097,tl_2019_12097_roads.zip,5590828.673,16112
12099,tl_2019_12099_roads.zip,10414962.91,37632
12101,tl_2019_12101_roads.zip,6035423.768,20719
12103,tl_2019_12103_roads.zip,7303556.643,39546
12105,tl_2019_12105_roads.zip,10551109.78,41264
12107,tl_2019_12107_roads.zip,3698768.343,12457
12109,tl_2019_12109_roads.zip,3099197.74,9034
12111,tl_2019_12111_roads.zip,5198194.048,24615
12113,tl_2019_12113_roads.zip,6212735.438,15698
12115,tl_2019_12115_roads.zip,5728068.076,21987
12117,tl_2019_12117_roads.zip,4071100.774,18139
12119,tl_2019_12119_roads.zip,3155563.383,13310
12121,tl_2019_12121_roads.zip,4020385.267,10833
12123,tl_2019_12123_roads.zip,4694066.109,12006
12125,tl_2019_12125_roads.zip,1258571.255,2555
12127,tl_2019_12127_roads.zip,7171649.432,23446
12129,tl_2019_12129_roads.zip,2197173.603,4602
12131,tl_2019_12131_roads.zip,4044996.096,10607
12133,tl_2019_12133_roads.zip,2267109.332,4679
13001,tl_2019_13001_roads.zip,2107201.813,2775
13003,tl_2019_13003_roads.zip,1173594.775,1741
13005,tl_2019_13005_roads.zip,1095489.344,1516
13007,tl_2019_13007_roads.zip,1745002.896,3321
13009,tl_2019_13009_roads.zip,1108318.008,2815
13011,tl_2019_13011_roads.zip,956403.1387,1223
13013,tl_2019_13013_roads.zip,1214444.944,2972
13015,tl_2019_13015_roads.zip,2323628.944,5689
13017,tl_2019_13017_roads.zip,1152109.485,2122
13019,tl_2019_13019_roads.zip,2361906.067,4262
13021,tl_2019_13021_roads.zip,1944850.459,6505
13023,tl_2019_13023_roads.zip,699694.0835,1112
13025,tl_2019_13025_roads.zip,2127256.501,3861
13027,tl_2019_13027_roads.zip,1788630.668,2518
13029,tl_2019_13029_roads.zip,1645651.434,2894
13031,tl_2019_13031_roads.zip,3698638.558,7054
13033,tl_2019_13033_roads.zip,2149860.195,2286
13035,tl_2019_13035_roads.zip,820740.4256,1892
13037,tl_2019_13037_roads.zip,834249.0626,1091
13039,tl_2019_13039_roads.zip,2787511.001,6611
13043,tl_2019_13043_roads.zip,1003725.938,1559
13045,tl_2019_13045_roads.zip,2725367.532,5220
13047,tl_2019_13047_roads.zip,1100984.319,3655
13049,tl_2019_13049_roads.zip,2349504.45,5000
13051,tl_2019_13051_roads.zip,2648515.766,9960
13053,tl_2019_13053_roads.zip,1339276.255,3575
13055,tl_2019_13055_roads.zip,1261418.416,2617
13057,tl_2019_13057_roads.zip,3116749.301,7756
13059,tl_2019_13059_roads.zip,1236576.55,3960
13061,tl_2019_13061_roads.zip,974631.6561,1743
13063,tl_2019_13063_roads.zip,2060199.911,6783
13065,tl_2019_13065_roads.zip,3423228.73,5745
13067,tl_2019_13067_roads.zip,7056951.303,37431
13069,tl_2019_13069_roads.zip,2916012.057,5277
13071,tl_2019_13071_roads.zip,2538756.969,4248
13073,tl_2019_13073_roads.zip,1692464.836,4045
13075,tl_2019_13075_roads.zip,1267094.211,2351
13077,tl_2019_13077_roads.zip,2443113.412,5599
13079,tl_2019_13079_roads.zip,737099.1664,871
13081,tl_2019_13081_roads.zip,1161596.112,1878
13083,tl_2019_13083_roads.zip,1007399.352,2352
13085,tl_2019_13085_roads.zip,931150.5041,1786
13087,tl_2019_13087_roads.zip,2113365.329,3401
13089,tl_2019_13089_roads.zip,4565067.294,16312
13091,tl_2019_13091_roads.zip,1744645.607,2233
13093,tl_2019_13093_roads.zip,1580027.97,2097
13095,tl_2019_13095_roads.zip,1650455.03,4264
