"fips', 'county_zip_file_name', 'roads_length', 'intersections","NA","NA","NA"
"18157","tl_2019_18157_roads.zip","2719157.21212492","7278"
"18159","tl_2019_18159_roads.zip","1312257.91956054","1772"
"18161","tl_2019_18161_roads.zip","970124.064385511","2338"
"18163","tl_2019_18163_roads.zip","2241460.45273624","7143"
"18165","tl_2019_18165_roads.zip","1284804.99254125","3729"
"18167","tl_2019_18167_roads.zip","3247089.60914932","11770"
"18169","tl_2019_18169_roads.zip","3723382.01405173","11849"
"18171","tl_2019_18171_roads.zip","1495395.53256131","2647"
"18173","tl_2019_18173_roads.zip","2356842.97079389","6003"
"18175","tl_2019_18175_roads.zip","1912811.80068776","3382"
"18177","tl_2019_18177_roads.zip","2013913.54883099","3722"
"18179","tl_2019_18179_roads.zip","2115031.31496441","3120"
"18181","tl_2019_18181_roads.zip","2524988.30456013","6567"
"18183","tl_2019_18183_roads.zip","2146359.48966794","3765"
"19001","tl_2019_19001_roads.zip","2617768.13275514","2996"
"19003","tl_2019_19003_roads.zip","1711171.98962103","1585"
"19005","tl_2019_19005_roads.zip","1966819.61197804","2118"
"19007","tl_2019_19007_roads.zip","1667720.66437123","2875"
"19009","tl_2019_19009_roads.zip","1724857.28566544","1804"
"19011","tl_2019_19011_roads.zip","3262977.08646863","4980"
"19013","tl_2019_19013_roads.zip","3150636.18803437","6745"
"19015","tl_2019_19015_roads.zip","2574939.42681538","4545"
"19017","tl_2019_19017_roads.zip","1749296.59214448","2110"
"19019","tl_2019_19019_roads.zip","2356926.04934765","3301"
"19021","tl_2019_19021_roads.zip","2805153.78214565","2986"
"19023","tl_2019_19023_roads.zip","2272844.61148155","2541"
"19025","tl_2019_19025_roads.zip","2679149.940572","2538"
"19027","tl_2019_19027_roads.zip","2804579.6347978","4058"
"19029","tl_2019_19029_roads.zip","2240510.59227298","3290"
"19031","tl_2019_19031_roads.zip","2525674.54883292","3559"
"19033","tl_2019_19033_roads.zip","2706679.45826794","4238"
"19035","tl_2019_19035_roads.zip","2398703.47096239","2529"
"19037","tl_2019_19037_roads.zip","2049339.82025861","2324"
"19039","tl_2019_19039_roads.zip","1754956.25425631","2755"
"19041","tl_2019_19041_roads.zip","2278475.71981664","2171"
"19043","tl_2019_19043_roads.zip","2752589.34073471","3026"
"19045","tl_2019_19045_roads.zip","3028251.77774394","4652"
"19047","tl_2019_19047_roads.zip","3077243.29944405","3689"
"19049","tl_2019_19049_roads.zip","2656203.16485035","5766"
"19051","tl_2019_19051_roads.zip","1496314.02106723","1888"
"19053","tl_2019_19053_roads.zip","1816837.66001318","3064"
"19055","tl_2019_19055_roads.zip","2047112.03624905","2541"
"19057","tl_2019_19057_roads.zip","2294953.71128048","5443"
"19059","tl_2019_19059_roads.zip","1932144.09556988","3223"
"19061","tl_2019_19061_roads.zip","2287033.62963446","4971"
"19063","tl_2019_19063_roads.zip","1636974.76313106","1978"
"19065","tl_2019_19065_roads.zip","2810935.34105351","3886"
"19067","tl_2019_19067_roads.zip","2206723.56638334","3307"
"19069","tl_2019_19069_roads.zip","2577715.84592754","2863"
"19071","tl_2019_19071_roads.zip","2203823.23071467","3278"
"19073","tl_2019_19073_roads.zip","2363101.72782971","2444"
"19075","tl_2019_19075_roads.zip","3090528.18530824","3581"
"19077","tl_2019_19077_roads.zip","2275974.3493893","3101"
"19079","tl_2019_19079_roads.zip","2297455.42578519","2517"
"19081","tl_2019_19081_roads.zip","2455891.14011563","2448"
"19083","tl_2019_19083_roads.zip","2185976.43458545","2646"
"19085","tl_2019_19085_roads.zip","2442019.68439104","2686"
"19087","tl_2019_19087_roads.zip","1971276.58101948","3453"
"19089","tl_2019_19089_roads.zip","1596640.37602892","1892"
"19091","tl_2019_19091_roads.zip","2026841.36817886","2860"
"19093","tl_2019_19093_roads.zip","1782511.90786408","2019"
"19095","tl_2019_19095_roads.zip","2325129.7674417","3112"
"19097","tl_2019_19097_roads.zip","2316314.7542343","3330"
"19099","tl_2019_19099_roads.zip","2791842.48096368","4853"
"19101","tl_2019_19101_roads.zip","1717567.29629555","3184"
"19103","tl_2019_19103_roads.zip","3280032.33277259","6965"
"19105","tl_2019_19105_roads.zip","1842441.88866915","2444"
"19107","tl_2019_19107_roads.zip","1937836.16477189","2607"
"19109","tl_2019_19109_roads.zip","4237466.59130179","4443"
"19111","tl_2019_19111_roads.zip","2041870.56898418","3449"
"19113","tl_2019_19113_roads.zip","4494730.55982829","10925"
"19115","tl_2019_19115_roads.zip","1465188.74693132","2530"
"19117","tl_2019_19117_roads.zip","1679491.15511249","2641"
"19119","tl_2019_19119_roads.zip","2536025.39600821","2270"
"19121","tl_2019_19121_roads.zip","2276306.91831497","3447"
"19123","tl_2019_19123_roads.zip","2500319.89502658","3829"
"19125","tl_2019_19125_roads.zip","2103945.06877581","3819"
"19127","tl_2019_19127_roads.zip","2398408.73472167","3346"
"19129","tl_2019_19129_roads.zip","1739902.77788696","2693"
"19131","tl_2019_19131_roads.zip","1817637.4258803","1875"
"19133","tl_2019_19133_roads.zip","2241604.48020717","2154"
"19135","tl_2019_19135_roads.zip","1406693.53310643","2113"
"19137","tl_2019_19137_roads.zip","1897652.97371002","3081"
"19139","tl_2019_19139_roads.zip","1812551.2792855","3174"
"19141","tl_2019_19141_roads.zip","2368103.56256377","2546"
"19143","tl_2019_19143_roads.zip","1899772.43971164","2293"
"19145","tl_2019_19145_roads.zip","2923077.59459934","5058"
"19147","tl_2019_19147_roads.zip","2163240.95939713","3141"
"19149","tl_2019_19149_roads.zip","3722994.67922465","4172"
"19151","tl_2019_19151_roads.zip","2471356.92033502","2744"
"19153","tl_2019_19153_roads.zip","5495634.89593882","21053"
"19155","tl_2019_19155_roads.zip","3890879.28559934","6885"
"19157","tl_2019_19157_roads.zip","2265044.4691202","2827"
"19159","tl_2019_19159_roads.zip","1837695.39519311","2271"
"19161","tl_2019_19161_roads.zip","2365415.85878791","2274"
"19163","tl_2019_19163_roads.zip","3543330.66371354","16124"
"19165","tl_2019_19165_roads.zip","2050857.96178432","2421"
"19167","tl_2019_19167_roads.zip","3373960.59824994","3892"
"19169","tl_2019_19169_roads.zip","2999830.90525927","6505"
"19171","tl_2019_19171_roads.zip","2556256.50774435","3125"
"19173","tl_2019_19173_roads.zip","2041055.32237902","2676"
"19175","tl_2019_19175_roads.zip","1863848.14715106","3037"
"19177","tl_2019_19177_roads.zip","1820930.77867508","2739"
"19179","tl_2019_19179_roads.zip","2117224.14832429","4470"
"19181","tl_2019_19181_roads.zip","2156292.96583013","3303"
"19183","tl_2019_19183_roads.zip","2105836.21065821","2606"
"19185","tl_2019_19185_roads.zip","1989265.48478002","2646"
"19187","tl_2019_19187_roads.zip","3125535.790271","5047"
"19189","tl_2019_19189_roads.zip","1874279.66933406","1869"
"19191","tl_2019_19191_roads.zip","2363344.30110386","3152"
"19193","tl_2019_19193_roads.zip","4381141.59526933","10549"
"19195","tl_2019_19195_roads.zip","1948973.22820948","2387"
"19197","tl_2019_19197_roads.zip","2398088.72507132","2700"
"20001","tl_2019_20001_roads.zip","2154384.81912769","3886"
"20003","tl_2019_20003_roads.zip","1863697.18392408","1876"
"20005","tl_2019_20005_roads.zip","1789561.48541303","2571"
"20007","tl_2019_20007_roads.zip","2368484.36375257","2667"
"20009","tl_2019_20009_roads.zip","3269544.93601838","2960"
"20011","tl_2019_20011_roads.zip","2271402.42897143","4297"
"20013","tl_2019_20013_roads.zip","2022740.63679499","2109"
"20015","tl_2019_20015_roads.zip","4847002.83078357","7733"
"20017","tl_2019_20017_roads.zip","1261987.45313892","2052"
"20019","tl_2019_20019_roads.zip","1452061.35175755","1862"
"20021","tl_2019_20021_roads.zip","2402236.85470128","4494"
"20023","tl_2019_20023_roads.zip","2547375.26352654","2435"
"20025","tl_2019_20025_roads.zip","2371790.78056741","3092"
"20027","tl_2019_20027_roads.zip","2597273.16330936","3100"
"20029","tl_2019_20029_roads.zip","4223834.98149154","4563"
"20031","tl_2019_20031_roads.zip","2874865.7653446","3275"
"20033","tl_2019_20033_roads.zip","1419234.5418141","1990"
"20035","tl_2019_20035_roads.zip","4170841.73080134","6633"
"20037","tl_2019_20037_roads.zip","2546298.56117493","5494"
"20039","tl_2019_20039_roads.zip","2179263.57487221","3157"
"20041","tl_2019_20041_roads.zip","3414185.75241908","4940"
"20043","tl_2019_20043_roads.zip","1248810.51712497","1788"
"20045","tl_2019_20045_roads.zip","2777562.9970242","6522"
"20047","tl_2019_20047_roads.zip","1986222.3276341","2663"
"20049","tl_2019_20049_roads.zip","1387007.93162541","1727"
"20051","tl_2019_20051_roads.zip","3771475.03596799","7923"
"20053","tl_2019_20053_roads.zip","2106668.63987363","3222"
"20055","tl_2019_20055_roads.zip","3687150.37538754","4206"
"20057","tl_2019_20057_roads.zip","3855461.77585433","4604"
"20059","tl_2019_20059_roads.zip","2311850.89746143","4232"
"20061","tl_2019_20061_roads.zip","1386335.50565021","3801"
"20063","tl_2019_20063_roads.zip","2736636.52120391","1996"
"20065","tl_2019_20065_roads.zip","2613022.07347618","3023"
"20067","tl_2019_20067_roads.zip","2062627.89365503","2384"
"20069","tl_2019_20069_roads.zip","2651721.29134113","2968"
"20071","tl_2019_20071_roads.zip","2234316.89542177","2035"
"20073","tl_2019_20073_roads.zip","4589559.94148256","8476"
"20075","tl_2019_20075_roads.zip","2195924.20938826","2154"
"20077","tl_2019_20077_roads.zip","2579814.32868136","2869"
"20079","tl_2019_20079_roads.zip","3693177.69736073","5883"
"20081","tl_2019_20081_roads.zip","2087879.08493749","2109"
"20083","tl_2019_20083_roads.zip","2195536.150411","1811"
"20085","tl_2019_20085_roads.zip","2250836.79782827","2181"
"20087","tl_2019_20087_roads.zip","2113066.64296936","4294"
"20089","tl_2019_20089_roads.zip","2742949.747663","4329"
"20091","tl_2019_20091_roads.zip","6305617.48388805","29507"
"20093","tl_2019_20093_roads.zip","2980215.56896411","4304"
"20095","tl_2019_20095_roads.zip","3002457.62776677","3404"
"20097","tl_2019_20097_roads.zip","1710161.72620142","2487"
"20099","tl_2019_20099_roads.zip","3399747.4377767","6518"
"20101","tl_2019_20101_roads.zip","1849749.03215585","1985"
"20103","tl_2019_20103_roads.zip","2760428.12137888","7325"
"20105","tl_2019_20105_roads.zip","1937198.13860022","3024"
"20107","tl_2019_20107_roads.zip","2355206.12200129","4486"
"20109","tl_2019_20109_roads.zip","1790536.50194719","1534"
"20111","tl_2019_20111_roads.zip","3086583.68458823","4445"
"20113","tl_2019_20113_roads.zip","3758123.91595579","5980"
"20115","tl_2019_20115_roads.zip","3755714.34661961","5082"
"20117","tl_2019_20117_roads.zip","3140949.18822329","3963"
"20119","tl_2019_20119_roads.zip","2150460.07576314","2941"
"20121","tl_2019_20121_roads.zip","2375657.72698926","4510"
"20123","tl_2019_20123_roads.zip","1983230.16901634","2427"
"20125","tl_2019_20125_roads.zip","3278718.69286094","8588"
"20127","tl_2019_20127_roads.zip","2009731.28620499","2539"
"20129","tl_2019_20129_roads.zip","1866610.17518506","2362"
"20131","tl_2019_20131_roads.zip","2764370.34736954","4346"
"20133","tl_2019_20133_roads.zip","2034159.53771694","2322"
"20135","tl_2019_20135_roads.zip","2531393.77667299","3561"
"20137","tl_2019_20137_roads.zip","2485936.63248561","2517"
"20139","tl_2019_20139_roads.zip","2415453.69460165","3376"
"20141","tl_2019_20141_roads.zip","2468289.46626856","2619"
"20143","tl_2019_20143_roads.zip","2076781.76054645","1704"
"20145","tl_2019_20145_roads.zip","2490775.55135264","4272"
"20147","tl_2019_20147_roads.zip","2937067.85001694","3784"
"20149","tl_2019_20149_roads.zip","2597323.20313887","4485"
"20151","tl_2019_20151_roads.zip","2955460.58695838","2850"
"20153","tl_2019_20153_roads.zip","2431193.84068047","2868"
"20155","tl_2019_20155_roads.zip","8172632.00027717","11708"
"20157","tl_2019_20157_roads.zip","2991665.96836595","3097"
"20159","tl_2019_20159_roads.zip","2694988.18194914","3381"
"20161","tl_2019_20161_roads.zip","1997006.21180783","5664"
"20163","tl_2019_20163_roads.zip","2773518.79102317","3074"
"20165","tl_2019_20165_roads.zip","2376207.9459402","4253"
"20167","tl_2019_20167_roads.zip","3004599.27598041","3752"
"20169","tl_2019_20169_roads.zip","2898952.33219446","5026"
"20171","tl_2019_20171_roads.zip","1825579.48963224","3065"
"20173","tl_2019_20173_roads.zip","8641520.94040247","28212"
"20175","tl_2019_20175_roads.zip","2793092.6974558","4123"
"20177","tl_2019_20177_roads.zip","3381180.2892123","9187"
"20179","tl_2019_20179_roads.zip","2725711.43224455","3258"
"20181","tl_2019_20181_roads.zip","2745526.83954327","3185"
"20183","tl_2019_20183_roads.zip","2816919.10198448","2723"
"20185","tl_2019_20185_roads.zip","3350980.56139521","3723"
"20187","tl_2019_20187_roads.zip","1555826.74963655","1407"
"20189","tl_2019_20189_roads.zip","2243561.77884815","2058"
"20191","tl_2019_20191_roads.zip","4265851.68433764","5761"
"20193","tl_2019_20193_roads.zip","3199405.9559698","2728"
"20195","tl_2019_20195_roads.zip","2366960.02357499","2703"
"20197","tl_2019_20197_roads.zip","1972281.28385455","2540"
"20199","tl_2019_20199_roads.zip","1637365.02774103","1330"
"20201","tl_2019_20201_roads.zip","3059659.70310721","3016"
"20203","tl_2019_20203_roads.zip","1973469.16172774","2113"
"20205","tl_2019_20205_roads.zip","1998194.08202464","4346"
"20207","tl_2019_20207_roads.zip","1464785.35067056","1565"
"20209","tl_2019_20209_roads.zip","2395887.72217679","13522"
"21001","tl_2019_21001_roads.zip","1392033.02339568","2474"
"21003","tl_2019_21003_roads.zip","1106498.96475409","2359"
"21005","tl_2019_21005_roads.zip","596742.033119257","849"
"21007","tl_2019_21007_roads.zip","649388.775940715","752"
"21009","tl_2019_21009_roads.zip","1352176.6611982","1478"
"21011","tl_2019_21011_roads.zip","876906.456290212","1155"
"21013","tl_2019_21013_roads.zip","1185043.12556726","3397"
"21015","tl_2019_21015_roads.zip","1228932.70813189","2995"
"21017","tl_2019_21017_roads.zip","792283.238066366","1432"
"21019","tl_2019_21019_roads.zip","1106460.80353639","4646"
"21021","tl_2019_21021_roads.zip","730139.00182126","1594"
"21023","tl_2019_21023_roads.zip","412348.198126178","425"
"21025","tl_2019_21025_roads.zip","1032121.64664753","966"
"21027","tl_2019_21027_roads.zip","1697953.15588362","2873"
"21029","tl_2019_21029_roads.zip","1227785.11457848","3356"
"21031","tl_2019_21031_roads.zip","985343.410804229","1353"
"21033","tl_2019_21033_roads.zip","859295.317353785","1451"
"21035","tl_2019_21035_roads.zip","1688860.01247472","3840"
"21037","tl_2019_21037_roads.zip","883148.254072446","2555"
"21039","tl_2019_21039_roads.zip","514183.558767938","577"
"21041","tl_2019_21041_roads.zip","314081.317593365","693"
"21043","tl_2019_21043_roads.zip","1760530.70863131","4616"
"21045","tl_2019_21045_roads.zip","1417315.44205209","1560"
"21047","tl_2019_21047_roads.zip","1941708.18591999","4677"
"21049","tl_2019_21049_roads.zip","895785.262655438","2140"
"21051","tl_2019_21051_roads.zip","1273239.87989538","1561"
"21053","tl_2019_21053_roads.zip","462024.811974352","786"
"21055","tl_2019_21055_roads.zip","962491.626155675","1260"
"21057","tl_2019_21057_roads.zip","587942.470018421","649"
"21059","tl_2019_21059_roads.zip","1887659.61437747","6016"
"21061","tl_2019_21061_roads.zip","981844.992612349","1427"
"21063","tl_2019_21063_roads.zip","646280.108946847","864"
"21065","tl_2019_21065_roads.zip","901934.78487969","1859"
"21067","tl_2019_21067_roads.zip","2213300.683052","6546"
"21069","tl_2019_21069_roads.zip","1157854.29632007","1503"
"21071","tl_2019_21071_roads.zip","1436403.38507334","4719"
"21073","tl_2019_21073_roads.zip","1060985.06868835","2499"
"21075","tl_2019_21075_roads.zip","351307.172090016","469"
"21077","tl_2019_21077_roads.zip","266939.503145292","412"
"21079","tl_2019_21079_roads.zip","734272.749454565","1266"
"21081","tl_2019_21081_roads.zip","726831.336334005","1050"
"21083","tl_2019_21083_roads.zip","1335987.82388551","1358"
"21085","tl_2019_21085_roads.zip","1623066.74824437","2619"
"21087","tl_2019_21087_roads.zip","1198755.22573048","1932"
"21089","tl_2019_21089_roads.zip","1520858.50312383","4124"
"21091","tl_2019_21091_roads.zip","505073.561597351","579"
"21093","tl_2019_21093_roads.zip","2269644.70031452","5786"
"21095","tl_2019_21095_roads.zip","1230791.17728005","5478"
"21097","tl_2019_21097_roads.zip","1105724.26575459","1978"
"21099","tl_2019_21099_roads.zip","945148.279239999","972"
"21101","tl_2019_21101_roads.zip","1636701.05607789","3581"
"21103","tl_2019_21103_roads.zip","663739.837945741","1136"
"21105","tl_2019_21105_roads.zip","403337.779106026","361"
"21107","tl_2019_21107_roads.zip","1523110.01678446","3429"
"21109","tl_2019_21109_roads.zip","1038828.00502427","1097"
"21111","tl_2019_21111_roads.zip","4967126.66060369","16175"
"21113","tl_2019_21113_roads.zip","634253.242764598","1677"
"21115","tl_2019_21115_roads.zip","860888.43540797","1759"
"21117","tl_2019_21117_roads.zip","1450179.54048343","6331"
"21119","tl_2019_21119_roads.zip","863528.330282454","1359"
"21121","tl_2019_21121_roads.zip","1530401.69980001","4257"
"21123","tl_2019_21123_roads.zip","635596.673208045","704"
"21125","tl_2019_21125_roads.zip","2024684.30075561","4602"
"21127","tl_2019_21127_roads.zip","1508461.20704956","3261"
"21129","tl_2019_21129_roads.zip","827196.293367603","1563"
"21131","tl_2019_21131_roads.zip","1219713.82225084","2721"
"21133","tl_2019_21133_roads.zip","1236813.54727081","3492"
"21135","tl_2019_21135_roads.zip","1057916.36638235","1535"
"21137","tl_2019_21137_roads.zip","1071328.20091669","1643"
"21139","tl_2019_21139_roads.zip","632240.138711223","807"
"21141","tl_2019_21141_roads.zip","1447548.32581902","1976"
"21143","tl_2019_21143_roads.zip","821205.946669054","1747"
"21145","tl_2019_21145_roads.zip","1544973.40284316","4207"
"21147","tl_2019_21147_roads.zip","1417360.79121448","2863"
"21149","tl_2019_21149_roads.zip","585306.697465555","652"
"21151","tl_2019_21151_roads.zip","1589078.18713857","3658"
"21153","tl_2019_21153_roads.zip","1012139.27447585","2552"
"21155","tl_2019_21155_roads.zip","1065956.35962644","1551"
"21157","tl_2019_21157_roads.zip","1398857.01676147","3066"
"21159","tl_2019_21159_roads.zip","608552.201672181","1299"
"21161","tl_2019_21161_roads.zip","646942.365967919","1105"
"21163","tl_2019_21163_roads.zip","1169843.29070856","1865"
"21165","tl_2019_21165_roads.zip","702523.758841687","1270"
"21167","tl_2019_21167_roads.zip","742582.877674727","1162"
"21169","tl_2019_21169_roads.zip","696720.107235885","506"
"21171","tl_2019_21171_roads.zip","1029887.48066215","1371"
"21173","tl_2019_21173_roads.zip","775093.896834692","1781"
"21175","tl_2019_21175_roads.zip","1249206.62759689","2341"
"21177","tl_2019_21177_roads.zip","1569205.90619001","3414"
"21179","tl_2019_21179_roads.zip","1021253.14218918","2161"
"21181","tl_2019_21181_roads.zip","487207.519610464","781"
"21183","tl_2019_21183_roads.zip","1807518.19207527","2626"
"21185","tl_2019_21185_roads.zip","883030.155225182","2158"
"21187","tl_2019_21187_roads.zip","774520.192936425","952"
"21189","tl_2019_21189_roads.zip","620650.096288631","697"
"21191","tl_2019_21191_roads.zip","812679.866449473","1187"
"21193","tl_2019_21193_roads.zip","1198620.06563454","2357"
"21195","tl_2019_21195_roads.zip","2875389.72882602","4748"
"21197","tl_2019_21197_roads.zip","470297.46612737","1160"
"21199","tl_2019_21199_roads.zip","2989839.37447144","6910"
"21201","tl_2019_21201_roads.zip","235510.030316109","194"
"21203","tl_2019_21203_roads.zip","847850.35966998","1522"
"21205","tl_2019_21205_roads.zip","1022484.05560249","2614"
"21207","tl_2019_21207_roads.zip","963014.091308275","1527"
"21209","tl_2019_21209_roads.zip","1059917.45867527","2349"
"21211","tl_2019_21211_roads.zip","941926.346535913","1425"
"21213","tl_2019_21213_roads.zip","680060.762676553","941"
"21215","tl_2019_21215_roads.zip","483556.463422521","699"
"21217","tl_2019_21217_roads.zip","1068912.06555501","2260"
"21219","tl_2019_21219_roads.zip","895805.314810752","1344"
"21221","tl_2019_21221_roads.zip","1636708.78078661","3239"
"21223","tl_2019_21223_roads.zip","389462.871227172","557"
"21225","tl_2019_21225_roads.zip","735299.091381082","1661"
"21227","tl_2019_21227_roads.zip","2179338.35036067","4322"
"21229","tl_2019_21229_roads.zip","657285.937845392","726"
"21231","tl_2019_21231_roads.zip","1136038.31926981","2156"
"21233","tl_2019_21233_roads.zip","900061.96325102","1237"
"21235","tl_2019_21235_roads.zip","1608141.28458202","3216"
"21237","tl_2019_21237_roads.zip","752974.735735722","1448"
"21239","tl_2019_21239_roads.zip","609870.638888325","1001"
"22001","tl_2019_22001_roads.zip","1823388.68016583","3307"
"22003","tl_2019_22003_roads.zip","1321785.10906584","2061"
"22005","tl_2019_22005_roads.zip","2252005.04218594","9457"
"22007","tl_2019_22007_roads.zip","719407.684381646","1377"
"22009","tl_2019_22009_roads.zip","1834392.56091143","3104"
"22011","tl_2019_22011_roads.zip","4722226.46305221","10138"
"22013","tl_2019_22013_roads.zip","2719986.49749512","5438"
"22015","tl_2019_22015_roads.zip","2558270.6919174","6357"
"22017","tl_2019_22017_roads.zip","4796756.33401358","15473"
"22019","tl_2019_22019_roads.zip","3916971.96526421","8755"
"22021","tl_2019_22021_roads.zip","1114478.84009357","1340"
"22023","tl_2019_22023_roads.zip","1052395.9112005","2054"
"22025","tl_2019_22025_roads.zip","1877586.37200459","3197"
"22027","tl_2019_22027_roads.zip","2824254.9565644","5051"
"22029","tl_2019_22029_roads.zip","2450245.48125201","4482"
"22031","tl_2019_22031_roads.zip","2762571.05038495","4579"
"22033","tl_2019_22033_roads.zip","3678753.1531963","13679"
"22035","tl_2019_22035_roads.zip","952350.611923826","1106"
"22037","tl_2019_22037_roads.zip","993395.666908239","1253"
"22039","tl_2019_22039_roads.zip","1504624.9242895","2382"
"22041","tl_2019_22041_roads.zip","2292147.89750056","5522"
"22043","tl_2019_22043_roads.zip","1929449.17596431","2892"
"22045","tl_2019_22045_roads.zip","1656962.48212672","4704"
"22047","tl_2019_22047_roads.zip","538571.152277291","1184"
"22049","tl_2019_22049_roads.zip","2123267.24093122","3540"
"22051","tl_2019_22051_roads.zip","3127641.50927123","14134"
"22053","tl_2019_22053_roads.zip","1764774.48201072","2479"
"22055","tl_2019_22055_roads.zip","2457987.1941231","8399"
"22057","tl_2019_22057_roads.zip","1779396.02235964","3867"
"22059","tl_2019_22059_roads.zip","2119420.01207943","3775"
"22061","tl_2019_22061_roads.zip","2018261.96363891","3405"
"22063","tl_2019_22063_roads.zip","2622954.15624452","6552"
"22065","tl_2019_22065_roads.zip","1757017.48905889","2927"
"22067","tl_2019_22067_roads.zip","2033694.46715986","2889"
"22069","tl_2019_22069_roads.zip","4039481.25719584","6528"
"22071","tl_2019_22071_roads.zip","3033348.31033964","18288"
"22073","tl_2019_22073_roads.zip","3123221.58382522","9550"
"22075","tl_2019_22075_roads.zip","1014396.36041621","3150"
"22077","tl_2019_22077_roads.zip","888622.502758226","1367"
"22079","tl_2019_22079_roads.zip","3703348.37440582","7559"
"22081","tl_2019_22081_roads.zip","1149371.64717236","2268"
"22083","tl_2019_22083_roads.zip","2131926.3690971","3386"
"22085","tl_2019_22085_roads.zip","2984569.36868315","5551"
"22087","tl_2019_22087_roads.zip","523061.188510174","1776"
"22089","tl_2019_22089_roads.zip","1079165.48184654","5412"
"22091","tl_2019_22091_roads.zip","792233.66026737","1035"
"22093","tl_2019_22093_roads.zip","779768.074330084","2388"
"22095","tl_2019_22095_roads.zip","701774.053006005","3114"
"22097","tl_2019_22097_roads.zip","2973319.13522312","6603"
"22099","tl_2019_22099_roads.zip","1890524.21672774","4316"
"22101","tl_2019_22101_roads.zip","1562436.68526289","6078"
"22103","tl_2019_22103_roads.zip","5745529.72269147","23556"
"22105","tl_2019_22105_roads.zip","3254910.03505703","7549"
"22107","tl_2019_22107_roads.zip","2258651.50439202","3994"
"22109","tl_2019_22109_roads.zip","1438649.40554907","3812"
"22111","tl_2019_22111_roads.zip","4548134.1827822","10147"
"22113","tl_2019_22113_roads.zip","2003950.8948835","3367"
"22115","tl_2019_22115_roads.zip","5914004.75950386","14644"
"22117","tl_2019_22117_roads.zip","3324571.34932555","6239"
"22119","tl_2019_22119_roads.zip","2420812.48047178","5672"
"22121","tl_2019_22121_roads.zip","597204.113339891","1648"
"22123","tl_2019_22123_roads.zip","1713543.07313552","2553"
"22125","tl_2019_22125_roads.zip","1292191.33865049","2317"
"22127","tl_2019_22127_roads.zip","3137795.95796627","5638"
"23001","tl_2019_23001_roads.zip","1984344.90636966","4595"
"23003","tl_2019_23003_roads.zip","11181316.5142608","13610"
"23005","tl_2019_23005_roads.zip","5481864.83048395","18175"
"23007","tl_2019_23007_roads.zip","3470358.4336448","5947"
"23009","tl_2019_23009_roads.zip","4906424.0535396","11997"
"23011","tl_2019_23011_roads.zip","3587798.17660883","9630"
"23013","tl_2019_23013_roads.zip","1682141.13828784","5217"
"23015","tl_2019_23015_roads.zip","2027300.64022633","6348"
"23017","tl_2019_23017_roads.zip","4746534.5457337","9002"
"23019","tl_2019_23019_roads.zip","6879031.01234632","11335"
"23021","tl_2019_23021_roads.zip","6488393.16371194","6728"
"23023","tl_2019_23023_roads.zip","950460.674107115","2511"
"23025","tl_2019_23025_roads.zip","6318538.19824776","7215"
"23027","tl_2019_23027_roads.zip","2216190.23937321","4454"
"23029","tl_2019_23029_roads.zip","6642198.99773972","14094"
"23031","tl_2019_23031_roads.zip","4776417.23041406","13066"
"24001","tl_2019_24001_roads.zip","2444663.75507466","10015"
"24003","tl_2019_24003_roads.zip","4609766.15106031","21538"
"24005","tl_2019_24005_roads.zip","7172463.88572134","38999"
"24009","tl_2019_24009_roads.zip","1736635.29972999","8763"
"24011","tl_2019_24011_roads.zip","1473982.31615392","3409"
"24013","tl_2019_24013_roads.zip","3595538.31571897","18285"
"24015","tl_2019_24015_roads.zip","2343336.04725964","9994"
"24017","tl_2019_24017_roads.zip","3229443.25056686","15274"
"24019","tl_2019_24019_roads.zip","2206669.26437366","6892"
"24021","tl_2019_24021_roads.zip","4608338.28342112","20575"
"24023","tl_2019_24023_roads.zip","2210211.61887901","3589"
"24025","tl_2019_24025_roads.zip","3379962.82905338","15339"
"24027","tl_2019_24027_roads.zip","2883471.47351012","18411"
"24029","tl_2019_24029_roads.zip","1098203.20481953","4074"
"24031","tl_2019_24031_roads.zip","5283353.40133335","19155"
"24033","tl_2019_24033_roads.zip","6208933.80129669","35446"
"24035","tl_2019_24035_roads.zip","1453207.88292497","2792"
"24037","tl_2019_24037_roads.zip","2274400.81712831","6335"
"24039","tl_2019_24039_roads.zip","1439820.46616594","5290"
"24041","tl_2019_24041_roads.zip","1738925.55449525","7727"
"24043","tl_2019_24043_roads.zip","2561260.90523381","7918"
"24045","tl_2019_24045_roads.zip","2543901.55251881","10770"
"24047","tl_2019_24047_roads.zip","2370056.3673285","8707"
"24510","tl_2019_24510_roads.zip","2851983.98905937","20388"
"25001","tl_2019_25001_roads.zip","5862358.05814227","29189"
"25003","tl_2019_25003_roads.zip","4043404.84278073","11805"
"25005","tl_2019_25005_roads.zip","5283318.46508526","23343"
"25007","tl_2019_25007_roads.zip","1342182.23710413","6475"
"25009","tl_2019_25009_roads.zip","6061087.23427702","30456"
"25011","tl_2019_25011_roads.zip","2868352.28690916","6060"
"25013","tl_2019_25013_roads.zip","4944480.31209878","19949"
"25015","tl_2019_25015_roads.zip","2754953.51197961","8076"
"25017","tl_2019_25017_roads.zip","11166876.1009473","51420"
"25019","tl_2019_25019_roads.zip","487331.48585441","2844"
"25021","tl_2019_25021_roads.zip","5448798.66915244","25461"
