,zip,cbp_total_employees,cbp_total_establishments
30515,85012,38214,1056
30516,85013,12768,616
30517,85014,15728,969
30518,85015,9722,642
30519,85016,56529,2546
30520,85017,26010,684
30521,85018,18595,1742
30522,85019,3851,312
30523,85020,16140,1065
30524,85021,24606,910
30525,85022,7483,834
30526,85023,11117,594
30527,85024,12250,549
30528,85026,280,6
30529,85027,48509,1622
30530,85028,8672,945
30531,85029,24097,819
30532,85031,5715,284
30533,85032,20471,1611
30534,85033,5739,406
30535,85034,63179,1204
30536,85035,5333,254
30537,85036,704,32
30538,85037,6051,329
30539,85038,15,4
30540,85040,45069,1406
30541,85041,5082,392
30542,85042,6258,429
30543,85043,42150,834
30544,85044,20186,988
30545,85045,199,89
30546,85046,122,11
30547,85048,5214,783
30548,85050,10656,856
30549,85051,7473,587
30550,85053,9914,502
30551,85054,20600,294
30552,85060,10,7
30553,85063,8,5
30554,85064,90,23
30555,85066,11,4
30556,85068,24,6
30557,85069,9,7
30558,85070,62,7
30559,85071,11,8
30560,85072,129,3
30561,85075,162,11
30562,85076,193,12
30563,85078,5,4
30564,85080,1020,17
30565,85082,163,11
30566,85083,698,212
30567,85085,13481,646
30568,85086,6632,846
30569,85087,462,124
30570,85117,16,5
30571,85118,1752,160
30572,85119,3185,251
30573,85120,5439,474
30574,85122,13202,888
30575,85123,392,55
30576,85128,2336,175
30577,85130,181,11
30578,85131,3129,117
30579,85132,3287,166
30580,85135,547,4
30581,85137,741,28
30582,85138,1611,190
30583,85139,3532,250
30584,85140,3203,343
30585,85141,88,9
30586,85142,10278,1161
30587,85143,2206,250
30588,85145,37,14
30589,85147,1547,11
30590,85172,487,29
30591,85173,348,33
30592,85192,200,12
30593,85193,2390,34
30594,85194,1478,94
30595,85201,15841,917
30596,85202,15907,878
30597,85203,6629,745
30598,85204,15378,1092
30599,85205,12314,834
30600,85206,21710,1166
30601,85207,4495,680
30602,85208,3776,284
30603,85209,9587,639
30604,85210,26351,1294
30605,85211,144,13
30606,85212,7896,595
30607,85213,6094,661
30608,85214,227,11
30609,85215,11238,680
30610,85216,60,11
30611,85224,28470,1237
30612,85225,17281,1313
30613,85226,43406,1601
30614,85233,21953,1226
30615,85234,13847,1276
30616,85236,485,58
30617,85244,239,23
30618,85246,1668,14
30619,85248,17810,780
30620,85249,5367,805
30621,85250,9038,713
30622,85251,37963,2486
30623,85252,483,34
30624,85253,10227,877
30625,85254,28264,2177
30626,85255,24423,1780
30627,85256,6445,79
30628,85257,14413,615
30629,85258,28463,1734
30630,85259,3345,601
30631,85260,52779,3407
30632,85261,61,25
30633,85262,3462,418
30634,85263,300,29
30635,85264,999,17
30636,85266,2094,305
30637,85267,41,25
30638,85268,4713,664
30639,85269,48,19
30640,85271,20,4
30641,85274,92,6
30642,85275,38,10
30643,85277,155,17
30644,85280,355,15
30645,85281,76649,2396
30646,85282,45566,2105
30647,85283,22289,1160
30648,85284,39605,1153
30649,85285,1879,25
30650,85286,21333,961
30651,85287,740,18
30652,85295,10813,972
30653,85296,13934,1123
30654,85297,9179,773
30655,85298,2486,532
30656,85299,137,19
30657,85301,15271,923
30658,85302,5798,386
30659,85303,3957,240
30660,85304,2684,288
30661,85305,8532,319
30662,85306,8916,531
30663,85307,4116,138
30664,85308,22093,1899
30665,85309,315,22
30666,85310,3412,375
30667,85311,53,8
30668,85312,100,11
30669,85318,125,31
30670,85320,22,6
30671,85321,506,55
30672,85322,177,12
30673,85323,10823,482
30674,85324,288,51
30675,85325,13,5
30676,85326,7504,510
30677,85327,178,33
30678,85329,107,9
30679,85331,5333,853
30680,85332,67,12
30681,85333,28,4
30682,85334,418,20
30683,85335,2518,196
30684,85336,40,11
30685,85337,647,46
30686,85338,19387,807
30687,85339,4151,332
30688,85340,4571,451
30689,85342,135,21
30690,85344,2467,203
30691,85345,11874,752
30692,85346,683,58
30693,85347,112,14
30694,85348,221,35
30695,85349,3448,227
30696,85350,1418,137
30697,85351,5922,433
30698,85352,42,7
30699,85353,16559,374
30700,85354,2667,47
30701,85355,463,112
30702,85356,274,40
30703,85358,225,27
30704,85359,74,11
30705,85360,100,11
30706,85361,270,61
30707,85362,52,21
30708,85363,1041,93
30709,85364,18933,1412
30710,85365,18083,979
30711,85366,409,42
30712,85367,2265,216
30713,85369,187,26
30714,85372,32,5
30715,85373,1533,167
30716,85374,12746,738
30717,85375,4925,323
30718,85376,5,4
30719,85377,1998,215
30720,85378,1366,132
30721,85379,4483,402
30722,85380,55,4
30723,85381,7862,693
30724,85382,15723,856
30725,85383,7631,961
30726,85385,31,9
30727,85387,343,89
30728,85388,2107,193
30729,85390,2721,286
30730,85392,4591,407
30731,85395,7300,512
30732,85396,1206,196
30733,85501,2939,225
30734,85502,112,18
30735,85531,81,10
30736,85532,924,9
30737,85533,106,21
30738,85534,97,19
30739,85536,14,4
30740,85539,1224,52
30741,85540,3306,36
30742,85541,4801,581
30743,85542,853,12
30744,85543,291,37
30745,85544,296,53
30746,85545,75,8
30747,85546,4846,331
30748,85547,104,24
30749,85548,149,9
30750,85550,424,10
30751,85552,1325,109
30752,85553,51,14
30753,85554,13,6
30754,85601,107,13
30755,85602,1915,178
30756,85603,1305,158
30757,85605,59,7
30758,85606,147,12
30759,85607,2825,208
30760,85608,27,6
30761,85610,78,14
30762,85611,36,16
30763,85613,1942,74
30764,85614,7477,370
30765,85615,461,85
30766,85616,309,48
30767,85617,5,5
30768,85618,89,10
30769,85619,56,9
30770,85620,28,6
30771,85621,7661,663
30772,85622,589,84
30773,85623,451,53
30774,85624,225,44
30775,85625,87,29
30776,85626,3,3
30777,85627,10,4
30778,85628,278,38
30779,85629,2815,192
30780,85630,169,25
30781,85631,203,24
30782,85632,107,18
30783,85633,9,3
30784,85634,440,18
30785,85635,13156,862
30786,85636,64,14
30787,85637,235,44
30788,85638,385,60
30789,85640,64,10
30790,85641,1092,171
30791,85643,1335,154
30792,85644,109,11
30793,85645,101,22
30794,85646,578,78
30795,85648,2282,234
30796,85650,1548,152
30797,85652,8,4
30798,85653,2540,182
30799,85654,377,8
30800,85658,1633,129
30801,85701,6781,598
30802,85702,33,7
30803,85703,205,5
30804,85704,15667,1144
30805,85705,33709,1744
30806,85706,23963,621
30807,85707,555,41
30808,85708,40,8
30809,85709,133,10
30810,85710,19025,1101
30811,85711,23670,1411
30812,85712,23492,1427
30813,85713,17524,882
30814,85714,14776,597
30815,85715,7701,610
30816,85716,9834,903
30817,85717,67,9
30818,85718,12826,1043
30819,85719,17302,1256
30820,85721,92,13
30821,85723,2728,3
30822,85724,3131,3
30823,85726,150,14
30824,85728,41,10
30825,85730,3037,341
30826,85731,919,13
30827,85732,117,23
30828,85733,35,14
30829,85734,33,10
30830,85735,609,60
30831,85736,98,19
30832,85737,5162,466
30833,85738,45,6
30834,85739,2361,222
30835,85740,19,12
30836,85741,15144,878
30837,85742,2671,357
30838,85743,6747,454
30839,85744,695,5
30840,85745,8751,656
30841,85746,5418,309
30842,85747,7351,333
30843,85748,2268,246
30844,85749,2040,358
30845,85750,4527,397
30846,85751,197,21
30847,85752,53,19
30848,85754,17,3
30849,85755,4318,270
30850,85756,8154,212
30851,85757,235,45
30852,85901,6284,553
30853,85902,182,19
30854,85912,11,6
30855,85920,43,16
30856,85923,4,4
30857,85924,67,18
30858,85925,507,64
30859,85926,34,4
30860,85927,42,8
30861,85928,188,34
30862,85929,1720,244
30863,85931,81,3
30864,85932,30,8
30865,85933,225,56
30866,85934,16,4
30867,85935,1814,176
30868,85936,287,63
30869,85937,1156,160
30870,85938,1062,73
30871,85939,730,85
30872,85940,44,12
30873,85941,950,28
30874,86001,20767,1428
30875,86002,636,35
30876,86003,59,19
30877,86004,17235,1144
30878,86005,752,104
30879,86011,839,37
30880,86015,340,24
30881,86016,80,6
30882,86017,57,17
30883,86018,24,10
30884,86020,219,9
30885,86021,592,70
30886,86022,199,24
30887,86023,2367,51
30888,86024,66,11
30889,86025,1515,132
30890,86028,24,3
30891,86029,35,3
30892,86030,9,5
30893,86032,186,18
30894,86033,1010,51
30895,86034,155,5
30896,86035,112,3
30897,86036,71,4
30898,86038,24,5
30899,86039,65,6
30900,86040,4584,263
30901,86044,62,6
30902,86045,1832,70
30903,86046,2223,177
30904,86047,2753,171
30905,86052,13,3
30906,86301,16955,1146
30907,86302,202,24
30908,86303,3273,521
30909,86304,24,11
30910,86305,4806,620
30911,86312,166,20
30912,86313,1210,4
30913,86314,10930,847
30914,86315,514,92
30915,86320,250,26
30916,86321,862,15
30917,86322,2951,250
30918,86323,1952,335
30919,86324,561,76
30920,86325,506,109
30921,86326,7014,643
30922,86327,1371,145
30923,86329,76,19
30924,86331,339,50
30925,86332,64,14
30926,86333,562,54
30927,86334,209,50
30928,86335,305,43
30929,86336,7493,791
30930,86337,197,28
30931,86338,26,10
30932,86339,143,28
30933,86340,83,11
30934,86341,8,6
30935,86342,16,6
30936,86343,6,3
30937,86351,1375,182
30938,86401,9433,612
30939,86402,207,13
30940,86403,11607,1067
30941,86404,2340,247
30942,86405,63,17
30943,86406,2049,341
30944,86409,6144,363
30945,86413,727,65
30946,86426,2287,242
30947,86427,154,14
30948,86429,1269,97
30949,86430,309,18
30950,86432,202,36
30951,86433,39,7
30952,86434,218,7
30953,86436,94,16
30954,86437,21,3
30955,86438,186,12
30956,86439,37,4
30957,86440,576,58
30958,86441,64,10
30959,86442,6945,552
30960,86444,56,12
30961,86445,94,5
30962,86502,24,4
30963,86503,1131,42
30964,86504,663,17
30965,86505,426,19
30966,86506,45,4
30967,86507,20,3
30968,86508,67,7
30969,86510,198,11
30970,86511,430,23
30971,86512,145,14
30972,86514,56,6
30973,86515,881,35
30974,86520,12,3
30975,86538,163,5
30976,86556,73,7
30977,87001,316,17
30978,87002,3564,277
30979,87004,3898,194
30980,87006,39,8
30981,87007,135,3
30982,87008,725,81
30983,87010,111,32
30984,87013,442,49
30985,87014,19,4
30986,87015,1500,173
30987,87016,253,28
30988,87017,20,3
30989,87020,3326,211
30990,87021,865,50
30991,87022,5,3
30992,87023,14,4
30993,87024,61,9
30994,87025,90,19
30995,87026,92,13
30996,87027,14,5
30997,87029,27,6
30998,87031,5998,476
30999,87032,50,4
31000,87034,505,4
31001,87035,914,127
31002,87036,182,30
31003,87041,39,8
31004,87042,262,56
31005,87043,354,81
31006,87044,9,4
31007,87045,357,6
31008,87046,14,5
31009,87047,152,65
31010,87048,1143,188
31011,87049,205,3
31012,87053,34,9
31013,87056,40,16
31014,87059,779,133
31015,87060,9,4
31016,87062,21,6
31017,87068,800,100
31018,87072,31,3
31019,87101,1096,39
31020,87102,18416,1300
31021,87103,438,17
31022,87104,4889,374
31023,87105,10032,698
31024,87106,25487,765
31025,87107,28684,1626
31026,87108,11046,682
31027,87109,40631,1963
31028,87110,28313,1954
31029,87111,10394,1011
31030,87112,9804,897
31031,87113,22010,870
31032,87114,14115,971
31033,87116,94,11
31034,87117,694,59
31035,87119,50,9
31036,87120,8873,720
31037,87121,9370,543
31038,87122,2211,369
31039,87123,22945,604
31040,87124,13239,906
31041,87125,463,22
31042,87131,174,12
31043,87144,5244,252
31044,87151,125,3
31045,87153,5,3
31046,87174,114,10
31047,87176,81,10
31048,87181,12,5
31049,87184,74,9
31050,87185,270,11
31051,87187,14,3
31052,87190,87,14
31053,87191,32,4
31054,87192,23,5
31055,87193,44,10
31056,87194,36,4
31057,87195,40,7
31058,87196,48,7
31059,87197,197,7
31060,87199,480,26
31061,87301,12973,781
31062,87305,313,33
31063,87311,329,3
31064,87312,33,5
31065,87313,369,11
31066,87315,7,3
31067,87316,68,4
31068,87317,91,8
31069,87319,80,4
31070,87321,120,20
31071,87322,171,5
31072,87323,237,25
31073,87325,135,8
31074,87326,43,8
31075,87327,535,22
31076,87328,68,6
31077,87347,94,5
31078,87357,252,5
31079,87375,58,6
31080,87401,19262,1342
31081,87402,6314,431
31082,87410,2406,239
31083,87412,32,9
31084,87413,2256,198
31085,87415,455,46
31086,87416,1231,37
31087,87417,784,82
31088,87418,25,10
31089,87419,50,8
31090,87420,1729,39
31091,87421,699,21
31092,87499,1365,57
31093,87501,13722,1271
31094,87502,117,24
31095,87503,45,3
31096,87504,210,31
31097,87505,15827,1570
31098,87506,2656,189
31099,87507,9954,1028
31100,87508,1892,330
31101,87510,148,24
31102,87511,218,21
31103,87513,74,20
31104,87514,139,44
31105,87517,7,3
31106,87519,5,3
31107,87520,231,61
31108,87522,145,28
31109,87524,11,5
31110,87525,1017,27
31111,87527,46,8
31112,87528,108,11
31113,87529,429,77
31114,87530,76,8
31115,87531,48,12
31116,87532,4656,360
31117,87533,102,11
31118,87535,110,10
31119,87537,126,12
31120,87539,7,4
31121,87540,96,23
31122,87544,4730,349
31123,87545,10134,3
31124,87547,120,21
31125,87548,9,4
31126,87549,283,14
31127,87551,25,7
31128,87552,225,39
31129,87553,52,12
31130,87556,173,40
31131,87557,293,78
31132,87558,732,81
31133,87560,35,10
31134,87562,28,5
31135,87564,23,7
31136,87565,19,5
31137,87566,358,16
31138,87567,160,18
31139,87571,6208,636
31140,87574,11,10
31141,87575,50,10
31142,87577,37,6
31143,87578,14,5
31144,87579,0,3
31145,87580,26,5
31146,87581,5,3
31147,87582,76,8
31148,87583,4,3
31149,87592,60,10
31150,87594,24,6
31151,87701,5562,348
31152,87710,842,100
31153,87711,8,4
31154,87714,281,25
31155,87715,38,5
31156,87718,40,11
31157,87722,2,3
31158,87728,25,8
31159,87731,149,4
31160,87732,193,20
31161,87734,3,3
31162,87740,1829,198
31163,87742,12,4
31164,87743,32,10
31165,87745,28,7
31166,87747,120,35
31167,87752,13,5
31168,87801,2480,194
31169,87821,95,10
31170,87823,66,6
31171,87825,342,12
31172,87827,17,8
31173,87829,63,17
31174,87830,80,14
31175,87831,4,3
31176,87832,32,7
31177,87901,1699,136
31178,87930,49,10
31179,87931,136,5
31180,87935,208,38
31181,87936,17,5
31182,87937,559,42
31183,87940,100,7
31184,87941,13,6
31185,87942,25,9
31186,87943,58,8
31187,88001,12439,922
31188,88002,703,24
31189,88003,347,28
31190,88004,350,36
31191,88005,10741,778
31192,88006,88,5
31193,88007,2961,272
31194,88008,2443,125
31195,88011,13692,695
31196,88012,2752,228
31197,88013,40,11
31198,88020,51,15
31199,88021,1494,120
31200,88022,33,11
31201,88023,147,26
31202,88024,57,4
31203,88026,55,13
31204,88027,39,7
31205,88028,101,12
31206,88029,165,16
31207,88030,4174,340
31208,88031,116,13
31209,88032,78,12
31210,88033,108,11
31211,88038,29,9
31212,88039,151,12
31213,88041,714,8
31214,88043,351,7
31215,88044,108,23
31216,88045,722,77
31217,88046,406,42
31218,88047,538,44
31219,88048,212,29
31220,88049,72,12
31221,88052,17,6
31222,88053,30,4
31223,88054,50,6
31224,88056,10,3
31225,88061,4608,436
31226,88062,248,27
31227,88063,1907,92
31228,88072,130,13
31229,88081,1256,81
31230,88101,11862,898
31231,88102,130,28
31232,88103,288,29
31233,88113,8,3
31234,88116,30,12
31235,88118,14,5
31236,88119,221,41
31237,88120,6,3
31238,88121,19,3
31239,88124,62,14
31240,88130,3280,300
31241,88135,101,25
31242,88201,11766,857
31243,88202,774,54
31244,88203,3567,340
31245,88210,8130,513
31246,88211,468,32
31247,88220,15826,888
31248,88221,1176,27
31249,88230,427,71
31250,88231,1253,93
31251,88232,200,30
31252,88240,17774,1076
31253,88241,754,62
31254,88242,980,86
31255,88250,16,3
31256,88252,925,57
31257,88253,9,4
31258,88254,18,3
31259,88255,122,12
31260,88256,550,31
31261,88260,3915,306
31262,88263,71,4
31263,88264,16,4
31264,88265,43,4
31265,88267,488,28
31266,88301,94,15
31267,88310,9401,700
31268,88311,133,18
31269,88312,492,59
31270,88316,180,37
31271,88317,409,57
31272,88318,28,9
31273,88321,21,3
31274,88324,16,6
31275,88325,65,17
31276,88330,352,39
31277,88336,19,3
31278,88337,86,16
31279,88338,16,4
31280,88339,51,15
31281,88340,1283,10
31282,88341,25,5
31283,88345,3290,429
31284,88346,859,63
31285,88348,22,6
31286,88350,5,4
31287,88352,266,46
31288,88353,75,7
31289,88355,96,27
31290,88401,1538,165
31291,88410,34,4
31292,88415,797,70
31293,88416,20,6
31294,88418,75,11
31295,88426,175,34
31296,88434,112,9
31297,88435,972,77
31298,88901,80,6
31299,89001,115,16
31300,89002,1804,275
31301,89003,321,21
31302,89004,211,15
31303,89005,4019,388
31304,89006,86,8
31305,89007,87,19
31306,89008,194,26
31307,89009,39,11
31308,89010,24,6
31309,89011,10013,556
31310,89012,8464,627
31311,89013,79,5
31312,89014,23486,1413
31313,89015,10741,658
31314,89016,51,12
31315,89017,81,8
31316,89018,341,23
31317,89019,2127,85
31318,89020,172,22
31319,89021,139,32
31320,89022,10,3
31321,89023,1319,3
31322,89024,409,21
31323,89025,173,14
31324,89027,5465,350
31325,89028,852,8
31326,89029,8397,151
31327,89030,30237,937
31328,89031,4310,429
31329,89032,13575,583
31330,89033,18,10
31331,89034,76,10
31332,89039,21,3
31333,89040,387,51
31334,89041,357,26
31335,89042,69,11
31336,89043,90,17
31337,89044,2387,252
31338,89045,1078,14
31339,89046,109,12
31340,89047,124,4
31341,89048,4717,414
31342,89049,562,64
31343,89052,18261,1684
31344,89053,50,15
31345,89054,249,13
31346,89060,1083,120
31347,89061,344,37
31348,89074,17274,1348
31349,89077,7,6
31350,89081,4980,300
31351,89084,2934,200
31352,89085,46,14
31353,89086,2856,34
31354,89101,24758,1286
31355,89102,35190,1973
31356,89103,31361,1543
31357,89104,19663,1072
31358,89105,102,16
31359,89106,17717,717
31360,89107,8516,726
31361,89108,8293,699
31362,89109,146713,2322
31363,89110,5282,465
31364,89111,2975,41
31365,89112,21,3
31366,89113,17332,952
31367,89114,1912,13
31368,89115,17216,852
31369,89116,459,8
31370,89117,17667,1809
31371,89118,59319,2367
31372,89119,89858,2351
31373,89120,16006,1149
31374,89121,14250,1115
31375,89122,5901,290
31376,89123,16520,1447
31377,89124,690,27
31378,89125,55,7
31379,89126,35,13
31380,89127,13,4
31381,89128,16473,1159
31382,89129,6777,744
31383,89130,10922,727
31384,89131,4984,606
31385,89132,24,3
31386,89133,6,6
31387,89134,10172,568
31388,89135,15238,954
31389,89136,31,8
31390,89137,22,6
31391,89138,956,257
31392,89139,12247,720
31393,89140,34,9
31394,89141,2475,412
31395,89142,971,143
31396,89143,635,88
31397,89144,6218,442
31398,89145,9209,638
31399,89146,16529,1357
31400,89147,10657,1032
31401,89148,11385,1082
31402,89149,9311,694
31403,89154,296,10
31404,89156,1139,127
31405,89158,9624,79
31406,89161,170,12
31407,89165,366,14
31408,89166,599,96
31409,89169,14545,762
31410,89173,29,4
31411,89177,652,3
31412,89178,1636,288
31413,89179,166,55
31414,89180,46,9
31415,89183,6420,373
31416,89191,1660,58
31417,89193,130,12
31418,89199,27,3
31419,89301,2054,152
31420,89310,47,10
31421,89311,31,8
31422,89314,29,3
31423,89315,77,7
31424,89316,198,30
31425,89317,38,7
31426,89318,16,5
31427,89402,339,26
31428,89403,1371,154
31429,89404,51,4
31430,89406,4808,448
31431,89407,148,9
31432,89408,5373,291
31433,89409,116,4
31434,89410,3447,414
31435,89411,252,41
31436,89412,40,6
31437,89413,54,29
31438,89414,153,6
31439,89415,1100,56
31440,89418,254,5
31441,89419,1190,56
31442,89421,58,7
31443,89422,9,3
31444,89423,4874,423
31445,89425,29,6
31446,89428,23,3
31447,89429,580,66
31448,89430,47,10
31449,89431,28612,1658
31450,89432,229,18
31451,89433,870,113
31452,89434,19326,493
31453,89435,61,8
31454,89436,5101,501
31455,89437,485,8
31456,89438,621,6
31457,89439,1180,59
31458,89440,357,58
31459,89441,1480,175
31460,89442,15,6
31461,89444,205,37
31462,89445,4799,373
31463,89446,38,10
31464,89447,1421,155
31465,89448,893,181
31466,89449,4758,284
31467,89450,483,79
31468,89451,3758,538
31469,89452,22,9
31470,89460,676,154
31471,89496,352,17
31472,89501,12111,700
31473,89502,44331,2482
31474,89503,8664,575
31475,89504,102,9
31476,89505,64,6
31477,89506,9548,476
31478,89507,190,11
31479,89508,501,62
31480,89509,12663,1172
31481,89510,625,45
31482,89511,22640,1447
31483,89512,7173,443
31484,89513,127,11
31485,89515,36,7
31486,89519,1799,234
31487,89520,536,7
31488,89521,14142,945
31489,89523,5878,517
31490,89533,48,9
31491,89557,415,26
31492,89595,213,11
31493,89701,10440,894
31494,89702,333,34
31495,89703,4550,431
31496,89704,415,74
31497,89705,1910,115
31498,89706,8023,654
31499,89721,31,6
31500,89801,12710,815
31501,89802,24,3
31502,89803,138,15
31503,89815,928,122
31504,89820,1003,86
